#
#   VizieR Astronomical Server vizier.u-strasbg.fr
#    Date: 2018-09-11T18:58:42 [V1.99+ (14-Oct-2013)]
#   In case of problem, please report to:	cds-question@unistra.fr
#
#
#Coosys	J2000:	eq_FK5 J2000
#INFO	votable-version=1.99+ (14-Oct-2013)
#INFO	-ref=VIZ5b9803da1060
#INFO	-out.max=unlimited
#INFO	queryParameters=22
#-oc.form=dec
#-out.max=unlimited
#-nav=cat:B/cb&tab:{B/cb/cbdata}&key:source=B/cb/cbdata&HTTPPRM:&
#-c.eq=J2000
#-c.r=  2
#-c.u=arcmin
#-c.geom=r
#-source=B/cb/cbdata
#-order=I
#-out=Name
#-out=AltName
#-out=RAJ2000
#-out=DEJ2000
#-out=Type1
#-out=Type2
#-out=mag1
#-out=Orb.Per
#-out=SpType2
#-out=SpType1
#-out=Refs
#Refs=Refs
#Simbad=Simbad
#

#RESOURCE=yCat_102018
#Name: B/cb
#Title: Cataclysmic Binaries, LMXBs, and related objects (Ritter+, 2004)
#Table	B_cb_cbdata:
#Name: B/cb/cbdata
#Title: Catalogue of Cataclysmic Binaries
#Column	Name	(a12)	Object name (G1)	[ucd=meta.id,meta.main]
#Column	AltName	(a12)	A frequently used alternative name	[ucd=meta.id]
#Column	RAJ2000	(A10)	Right Ascension J2000	[ucd=pos.eq.ra,meta.main]
#Column	DEJ2000	(A9)	Declination J2000	[ucd=pos.eq.dec,meta.main]
#Column	Type1	(A2)	Object type (3)	[ucd=src.class]
#Column	Type2	(A2)	Object type (3)	[ucd=src.class]
#Column	mag1	(F4.1)	? Apparent V (or B, b, F, g, I, J, j, K, p, R, r, v, w = "white light") magnitude at maximum brightness (4)	[ucd=phot.mag,em.opt.V]
#Column	Orb.Per	(F9.6)	? Orbital period (in days)	[ucd=time.period]
#Column	SpType2	(A7)	Spectral type of the secondary (G6)	[ucd=src.spType]
#Column	SpType1	(a7)	Spectral type of the primary (G6)	[ucd=src.spType]
#Column	Refs	(A4)	VizieR added column, not part of original data	[ucd=meta.ref.url]
# , ,"h:m:s","d:m:s", , ,mag,d, , ,
Name,AltName,RAJ2000,DEJ2000,Type1,Type2,mag1,Orb_Per,SpType2,SpType1,Refs
J1720+1838  ,            ,17 20 38.7,+18 38 02,DN,SU,20.8, 0.060000,       ,       ,Refs
J1734+4342  ,            ,17 34 32.5,+43 42 19,DN,SU,22.7, 0.060000,       ,       ,Refs
J1953+1859  ,            ,19 53 27.2,+18 59 13,DN,SU,20.4, 0.060000,       ,       ,Refs
J2009-6326  ,            ,20 09 24.1,-63 26 23,DN,SU,19.9, 0.060000,       ,       ,Refs
J2210+3046  ,            ,22 10 25.2,+30 46 06,DN,SU,20.5, 0.060000,       ,       ,Refs
J2247-3622  ,            ,22 47 39.7,-36 22 53,DN,SU,20.7, 0.060000,       ,       ,Refs
J2253+3553  ,            ,22 53 44.4,+35 53 54,DN,SU,20.9, 0.060000,       ,       ,Refs
J1250+1549  ,            ,12 50 44.4,+15 49 58,NL,AM,18.3, 0.059950,       ,       ,Refs
J1743+5203  ,            ,17 43 48.6,+52 03 46,DN,SU,19.2, 0.059917,       ,       ,Refs
V521 Peg    ,            ,22 21 44.8,+18 40 08,DN,SU,17.6, 0.059900,       ,       ,Refs
J1703+0908  ,            ,17 03 43.6,+09 08 35,DN,SU,21.2, 0.059800,       ,       ,Refs
DW Cnc      ,            ,07 58 53.1,+16 16 45,NL,IP,14.0, 0.059793,       ,       ,Refs
J0826-0007  ,            ,08 26 54.7,-00 07 33,DN,SU,19.4, 0.059760,       ,       ,Refs
J2112+2421  ,            ,21 12 58.7,+24 21 46,DN,SU,21.3, 0.059732,       ,       ,Refs
J1729+0054  ,            ,17 29 29.5,+00 54 04,DN,SU,21.5, 0.059730,       ,       ,Refs
J0904+0355  ,            ,09 04 03.5,+03 55 01,DN,  ,19.1, 0.059723,       ,       ,Refs
HT Cam      ,J0757+6303  ,07 57 01.3,+63 06 01,NL,IP,17.8, 0.059712,       ,       ,Refs
J0425-5714  ,            ,04 25 38.7,-57 14 37,NL,AM,    , 0.059598,       ,       ,Refs
FS Aur      ,            ,05 47 48.3,+28 35 11,DN,SU,15.4, 0.059581,       ,       ,Refs
J1404-1027  ,            ,14 04 54.0,-10 27 02,DN,SU,19.1, 0.059579,       ,       ,Refs
J1714-2943  ,            ,17 14 42.6,-29 43 45,DN,SU,17.1, 0.059558,       ,       ,Refs
EL UMa      ,CBS 132     ,10 55 07.0,+36 59 46,DN,SU,20.3, 0.059400,       ,       ,Refs
V498 Hya    ,            ,08 45 55.1,+03 39 30,DN,SU,21.0, 0.059400,       ,       ,Refs
J1751-2937  ,            ,17 51 23.5,-29 37 55,NL,AM,22.3, 0.059390,       ,       ,Refs
GQ Mus      ,N Mus 1983  ,11 52 02.5,-67 12 20,Na,AM,19.0, 0.059365,       ,       ,Refs
EN Cet      ,            ,00 27 28.0,-01 08 28,DN,  ,20.7, 0.059330,       ,       ,Refs
V591 Cen    ,            ,12 42 18.0,-33 34 07,DN,SU,16.0, 0.059300,       ,       ,Refs
V585 Lyr    ,            ,19 13 58.4,+40 44 09,DN,SU,21.1, 0.059300,       ,       ,Refs
J1044+2113  ,            ,10 44 11.4,+21 13 07,DN,SU,19.3, 0.059100,       ,       ,Refs
RW UMi      ,N UMi 1956  ,16 47 54.8,+77 02 12,Nb,  ,18.5, 0.059100,       ,       ,Refs
J0903+3300  ,            ,09 03 50.7,+33 00 36,DN,SU,18.8, 0.059074,       ,       ,Refs
EZ Lyn      ,            ,08 04 34.2,+51 03 49,DN,SU,17.6, 0.059005,       ,       ,Refs
V498 Vul    ,Var Vul 05  ,19 59 51.3,+22 42 32,DN,SU,22.5, 0.059000,       ,       ,Refs
J0139+3538  ,            ,01 39 35.6,+35 38 41,DN,SU,20.8, 0.059000,       ,       ,Refs
J0557-3630  ,            ,05 57 21.8,-36 30 56,DN,SU,21.0, 0.059000,       ,       ,Refs
J0643+7410  ,            ,06 43 35.1,+74 10 15,DN,SU,21.3, 0.059000,       ,       ,Refs
J1202+4503  ,            ,12 02 31.0,+45 03 49,DN,SU,20.0, 0.059000,       ,       ,Refs
J1340-3505  ,            ,13 40 15.0,-35 05 12,DN,  ,18.4, 0.059000,       ,       ,Refs
J1414+3835  ,            ,14 14 59.7,+38 35 48,DN,SU,20.4, 0.059000,       ,       ,Refs
J1650+0120  ,            ,16 50 59.5,+01 20 07,DN,SU,21.0, 0.059000,       ,       ,Refs
J1853+5945  ,            ,18 53 09.6,+59 45 07,DN,SU,17.8, 0.059000,       ,       ,Refs
J2003-3928  ,            ,20 03 59.6,-39 28 31,DN,SU,19.3, 0.059000,       ,       ,Refs
J2052-0239  ,            ,20 52 52.7,-02 39 53,DN,SU,19.0, 0.059000,       ,       ,Refs
NZ Boo      ,            ,15 02 41.0,+33 34 24,DN,SU,17.0, 0.058910,       ,       ,Refs
J0755+1435  ,            ,07 55 07.7,+14 35 48,  ,  ,18.2, 0.058860,       ,       ,Refs
DV Dra      ,            ,18 17 23.1,+50 48 18,DN,SU,21.0, 0.058830,       ,       ,Refs
QZ Vir      ,T  Leo      ,11 38 27.0,+03 22 08,DN,SU,15.2, 0.058820,       ,       ,Refs
FL TrA      ,            ,16 30 36.6,-61 50 21,DN,SU,21.0, 0.058800,       ,       ,Refs
EG Cnc      ,            ,08 43 04.0,+27 51 50,DN,SU,19.1, 0.058770,       ,       ,Refs
V1025 Cen   ,J1238-3842  ,12 38 16.5,-38 42 46,NL,IP,15.5, 0.058760,       ,       ,Refs
KV Dra      ,J1450+6403  ,14 50 38.3,+64 03 28,DN,SU,17.1, 0.058760,       ,       ,Refs
OV Dra      ,            ,12 50 23.9,+66 55 25,DN,SU,18.9, 0.058736,       ,       ,Refs
J0311-3152  ,            ,03 11 30.9,-31 52 50,NL,AM,16.2, 0.058720,       ,       ,Refs
J2003-2849  ,            ,20 03 31.3,-28 49 41,DN,  ,19.2, 0.058680,       ,       ,Refs
V624 Peg    ,            ,21 09 50.4,+13 48 40,DN,SU,18.7, 0.058650,       ,       ,Refs
CC Scl      ,J2315-3048  ,23 15 31.9,-30 48 46,DN,SU,17.3, 0.058567,       ,       ,Refs
J0137+2203  ,            ,01 37 41.1,+22 03 12,DN,SU,20.0, 0.058540,       ,       ,Refs
J0752+5305  ,            ,07 52 55.0,+53 05 31,DN,SU,21.6, 0.058510,       ,       ,Refs
J0921+2038  ,            ,09 21 22.8,+20 38 57,NL,AM,16.6, 0.058501,       ,       ,Refs
BM CrB      ,            ,15 41 04.7,+36 02 53,NL,AM,17.2, 0.058500,       ,       ,Refs
J1112-3538  ,            ,11 12 17.4,-35 38 29,DN,SU,20.9, 0.058470,       ,       ,Refs
J2230-1458  ,            ,22 30 03.0,-14 58 35,DN,SU,21.0, 0.058410,       ,       ,Refs
RZ LMi      ,PG 0948+344 ,09 51 49.0,+34 07 25,DN,SU,17.0, 0.058400,       ,       ,Refs
J2154+2641  ,            ,21 54 57.7,+26 41 13,DN,SU,18.8, 0.058380,       ,       ,Refs
J0748+3125  ,            ,07 48 59.5,+31 25 13,DN,SU,17.7, 0.058311,       ,       ,Refs
J1735+1547  ,            ,17 35 16.9,+15 47 08,DN,SU,19.1, 0.058300,       ,       ,Refs
WX Cet      ,N Cet 1963  ,01 17 04.2,-17 56 23,DN,SU,17.5, 0.058261,       ,       ,Refs
J1706+1434  ,            ,17 06 09.7,+14 34 52,DN,SU,18.5, 0.058200,       ,       ,Refs
V386 Ser    ,J1610-0102  ,16 10 33.7,-01 02 22,DN,ZZ,18.9, 0.058100,       ,       ,Refs
J1955+0045  ,            ,19 55 12.5,+00 45 37,NL,AM,15.6, 0.058051,       ,       ,Refs
FZ Cet      ,            ,01 42 25.3,-22 15 58,DN,SU,19.2, 0.058000,       ,       ,Refs
IL Leo      ,            ,10 31 00.6,+20 28 32,NL,AM,18.3, 0.058000,>M6    ,       ,Refs
V1186 Sco   ,N Sco 2004  ,17 12 51.3,-30 56 38,Na,  ,20.0, 0.058000,       ,       ,Refs
J0221+6019  ,            ,02 21 11.9,+60 21 49,DN,SU,19.0, 0.058000,       ,       ,Refs
J0732+0641  ,            ,07 32 08.1,+06 41 50,DN,SU,22.0, 0.058000,       ,       ,Refs
J1723+3304  ,            ,17 23 26.0,+33 04 14,DN,SU,21.9, 0.058000,       ,       ,Refs
J1815+6920  ,            ,18 15 23.8,+69 20 37,DN,SU,22.0, 0.058000,       ,       ,Refs
J2036-1311  ,            ,20 36 44.2,-13 11 56,DN,SU,21.0, 0.058000,       ,       ,Refs
V805 Aur    ,            ,06 27 03.8,+39 52 49,DN,SU,20.7, 0.057870,       ,       ,Refs
J2100-0242  ,            ,21 00 16.0,-02 42 58,DN,SU,20.5, 0.057870,       ,       ,Refs
V598 Peg    ,            ,23 33 25.9,+15 22 22,NL,IP,18.3, 0.057720,       ,       ,Refs
MM Hya      ,PG 0911-066 ,09 14 14.0,-06 47 45,DN,SU,18.7, 0.057590,       ,       ,Refs
J2111-3956  ,            ,21 11 04.7,-39 56 34,DN,SU,22.1, 0.057570,       ,       ,Refs
J1759+2520  ,            ,17 59 24.1,+25 20 32,DN,SU,21.5, 0.057534,       ,       ,Refs
J2205+1155  ,            ,22 05 54.0,+11 55 54,DN,SU,20.1, 0.057520,       ,       ,Refs
J0234-0454  ,            ,02 34 27.7,-04 54 31,DN,SU,17.0, 0.057506,       ,       ,Refs
J2224-2924  ,            ,22 24 16.3,-29 24 22,DN,SU,20.9, 0.057400,       ,       ,Refs
V355 UMa    ,            ,13 39 41.1,+48 47 27,DN,SU,17.7, 0.057310,>M8    ,       ,Refs
DO Vul      ,            ,19 52 10.7,+19 34 43,DN,SU,20.7, 0.057300,       ,       ,Refs
J2338-2049  ,            ,23 38 22.5,-20 49 52,DN,SU,21.6, 0.057255,       ,       ,Refs
J0043-0037  ,            ,00 43 35.1,-00 37 30,DN,ZZ,19.8, 0.057170,       ,       ,Refs
J0120+3255  ,            ,01 20 59.6,+32 55 45,DN,SU,20.0, 0.057145,       ,       ,Refs
HV Vir      ,N Vir 1929  ,13 21 03.2,+01 53 29,DN,SU,19.0, 0.057069,L5:    ,       ,Refs
V1838 Aql   ,            ,19 15 02.1,+07 19 48,DN,SU,18.6, 0.057060,       ,       ,Refs
J1035+0551  ,            ,10 35 33.0,+05 51 58,DN,BD,18.8, 0.057007,>L0    ,       ,Refs
J0636-3114  ,            ,06 36 17.4,-31 14 43,DN,SU,19.9, 0.057000,       ,       ,Refs
J0738-8250  ,            ,07 38 19.4,-82 50 40,DN,SU,19.1, 0.057000,       ,       ,Refs
J0751+3006  ,            ,07 51 07.5,+30 06 28,DN,SU,19.8, 0.057000,       ,       ,Refs
J0758-5722  ,            ,07 58 08.5,-57 22 42,DN,SU,20.3, 0.057000,       ,       ,Refs
J0811+1520  ,            ,08 11 17.1,+15 20 03,DN,SU,22.2, 0.057000,       ,       ,Refs
J0811+6600  ,            ,08 11 10.4,+66 00 10,DN,SU,21.9, 0.057000,       ,       ,Refs
J0948+0149  ,            ,09 48 54.0,+01 49 11,DN,SU,20.7, 0.057000,       ,       ,Refs
J1058+0547  ,            ,10 58 35.1,+05 47 06,DN,SU,20.4, 0.057000,       ,       ,Refs
J1304+0103  ,            ,13 04 41.8,+01 03 31,DN,SU,20.8, 0.057000,       ,       ,Refs
J1616+1151  ,            ,16 16 18.7,+11 51 05,DN,SU,21.0, 0.057000,       ,       ,Refs
J2155+2741  ,            ,21 55 12.7,+27 41 19,DN,SU,20.6, 0.057000,       ,       ,Refs
J1610+0907  ,            ,16 10 27.6,+09 07 38,DN,SU,20.1, 0.056870,       ,       ,Refs
J1501+5501  ,            ,15 01 37.2,+55 01 23,DN,SU,19.4, 0.056841,       ,       ,Refs
J1819+3613  ,            ,18 19 53.8,+36 13 56,DN,SU,21.6, 0.056840,       ,       ,Refs
SW UMa      ,            ,08 36 42.8,+53 28 38,DN,SU,16.5, 0.056815,       ,       ,Refs
V1108 Her   ,Var Her 04  ,18 39 26.2,+26 04 10,DN,SU,17.1, 0.056720,L1     ,       ,Refs
GR Ori      ,            ,05 21 35.0,+01 10 10,DN,SU,22.8, 0.056700,       ,       ,Refs
PT Per      ,            ,02 42 51.2,+56 41 32,NL,AM,14.5, 0.056700,       ,       ,Refs
J1605+2030  ,            ,16 05 01.4,+20 30 57,DN,SU,19.9, 0.056700,       ,       ,Refs
J2313+16    ,            ,23 13 00.0,+16 00 00,NL,IP,16.6, 0.056700,       ,       ,Refs
PU CMa      ,            ,06 40 47.7,-24 23 14,DN,SU,16.2, 0.056694,       ,       ,Refs
WZ Sge      ,            ,20 07 36.4,+17 42 15,SU,WZ,15.0, 0.056688,L2-8   ,DAQZ5  ,Refs
J0503-2823  ,            ,05 03 49.2,-28 23 09,NL,IP,16.7, 0.056670,       ,       ,Refs
AL Com      ,            ,12 32 25.9,+14 20 43,DN,SU,20.5, 0.056669,       ,       ,Refs
SS LMi      ,            ,10 34 05.9,+31 08 00,DN,SU,21.5, 0.056640,       ,       ,Refs
GY Cet      ,            ,01 31 32.4,-09 01 22,DN,ZZ,18.5, 0.056630,       ,       ,Refs
J1532-2833  ,            ,15 32 00.4,-28 33 57,DN,SU,21.2, 0.056600,       ,       ,Refs
J1751-2942  ,            ,17 51 47.4,-29 42 15,NL,AM,21.4, 0.056600,       ,       ,Refs
FL Psc      ,            ,00 25 11.1,+12 17 12,DN,SU,17.3, 0.056540,M9     ,       ,Refs
J0902+0525  ,            ,09 02 39.7,+05 25 01,DN,SU,23.2, 0.056520,       ,       ,Refs
LV Cnc      ,            ,09 19 45.1,+08 57 10,DN,ZZ,18.2, 0.056500,       ,       ,Refs
V1454 Cyg   ,            ,19 53 38.5,+35 21 46,DN,SU,20.5, 0.056500,       ,       ,Refs
V466 And    ,            ,02 00 25.4,+44 10 19,DN,SU,20.9, 0.056370,       ,       ,Refs
V455 And    ,            ,23 34 01.6,+39 21 43,DN,SU,16.1, 0.056310,~L2    ,       ,Refs
EF Eri      ,2A 0311-227 ,03 14 13.0,-22 35 41,NL,AM,13.7, 0.056266,L4-5   ,       ,Refs
V391 Cam    ,            ,05 32 33.9,+62 47 52,DN,SU,17.5, 0.056200,       ,       ,Refs
J0057+4431  ,            ,00 57 41.0,+44 31 02,DN,SU,20.9, 0.056190,       ,       ,Refs
J0309+2638  ,            ,03 09 29.8,+26 38 04,DN,SU,19.5, 0.056150,       ,       ,Refs
J0652+4710  ,            ,06 52 26.7,+47 10 57,DN,SU,22.0, 0.056090,       ,       ,Refs
PQ And      ,            ,02 29 29.5,+40 02 39,DN,SU,19.1, 0.056000,       ,       ,Refs
PT And      ,            ,00 40 24.4,+41 04 03,DN,SU,22.0, 0.056000,       ,       ,Refs
GS Cet      ,            ,00 50 50.9,+00 09 13,DN,  ,20.4, 0.056000,       ,       ,Refs
VV Equ      ,            ,21 16 05.4,+11 34 08,DN,  ,22.1, 0.056000,       ,       ,Refs
CI Gru      ,Hawkins V6  ,21 33 06.8,-42 28 52,DN,SU,16.5, 0.056000,       ,       ,Refs
IK Leo      ,            ,10 21 46.4,+23 49 26,DN,SU,19.7, 0.056000,       ,       ,Refs
J0132-1043  ,            ,01 32 02.7,-10 43 57,DN,SU,20.8, 0.056000,       ,       ,Refs
J0206+2057  ,            ,02 06 33.4,+20 57 08,DN,SU,18.6, 0.056000,       ,       ,Refs
J0558+3915  ,            ,05 58 45.5,+39 15 33,DN,SU,18.2, 0.056000,       ,       ,Refs
J0611+4041  ,            ,06 11 28.0,+40 41 09,DN,SU,21.0, 0.056000,       ,       ,Refs
J0852-0844  ,            ,08 52 28.6,-08 44 11,DN,SU,22.1, 0.056000,       ,       ,Refs
V2828 Ori   ,            ,06 19 59.9,+19 26 59,DN,SU,20.6, 0.056000,       ,       ,Refs
J0933+1028  ,            ,09 33 09.4,+10 28 02,DN,SU,20.5, 0.056000,       ,       ,Refs
J1105-4257  ,            ,11 05 49.4,-42 57 30,DN,SU,21.9, 0.056000,       ,       ,Refs
J1908-5831  ,            ,19 08 47.2,-58 31 07,DN,SU,22.0, 0.056000,       ,       ,Refs
J2037-3012  ,            ,20 37 06.8,-30 12 22,DN,SU,17.2, 0.056000,       ,       ,Refs
J2051-0358  ,            ,20 51 46.2,-03 58 27,DN,SU,20.7, 0.056000,       ,       ,Refs
J2247+2504  ,            ,22 47 36.4,+25 04 36,DN,SU,22.0, 0.056000,       ,       ,Refs
HV And      ,            ,00 40 55.3,+43 24 59,NL,SH,15.0, 0.055990,       ,       ,Refs
FI Cet      ,            ,01 51 18.6,-02 23 01,DN,SU,20.7, 0.055940,       ,       ,Refs
V406 Vir    ,            ,12 38 13.7,-03 39 33,DN,SU,17.1, 0.055900,L4     ,       ,Refs
J0947+0610  ,            ,09 47 59.8,+06 10 44,DN,SU,20.4, 0.055880,       ,       ,Refs
V1247 Her   ,            ,17 11 45.1,+30 13 20,  ,  ,20.3, 0.055800,       ,       ,Refs
V592 Her    ,            ,16 30 56.5,+21 16 58,DN,SU,20.5, 0.055700,       ,       ,Refs
J1212+0416  ,            ,12 12 40.4,+04 16 56,DN,SU,20.5, 0.055630,       ,       ,Refs
FH UMa      ,J1047+6335  ,10 47 09.9,+63 35 14,NL,AM,18.5, 0.055600,       ,       ,Refs
J0154-5947  ,            ,01 54 01.0,-59 47 49,NL,AM,15.8, 0.055600,       ,       ,Refs
J0613+3957  ,            ,06 13 35.3,+39 57 15,DN,SU,22.0, 0.055600,       ,       ,Refs
J0528+2838  ,            ,05 28 32.7,+28 38 38,NL,AM,14.5, 0.055592,       ,       ,Refs
V500 And    ,            ,00 42 26.5,+42 15 37,DN,SU,22.8, 0.055500,       ,       ,Refs
GG Leo      ,J1015+0904  ,10 15 34.7,+09 04 42,NL,AM,16.0, 0.055471,       ,       ,Refs
J1731+2754  ,            ,17 31 25.4,+27 54 29,DN,SU,21.7, 0.055410,       ,       ,Refs
V2176 Cyg   ,J1927+5417  ,19 27 11.6,+54 17 52,DN,SU,20.0, 0.055400,       ,       ,Refs
J0606-6039  ,            ,06 06 02.6,-60 39 03,DN,SU,21.2, 0.055390,       ,       ,Refs
GZ Cet      ,            ,01 37 01.1,-09 12 35,DN,SU,18.6, 0.055351,M1     ,       ,Refs
J0011+0451  ,            ,00 11 33.7,+04 51 23,DN,SU,20.8, 0.055348,       ,       ,Refs
EV UMa      ,RE J1307+53 ,13 07 53.9,+53 51 30,NL,AM,17.0, 0.055338,       ,       ,Refs
J0436-5525  ,            ,04 36 21.6,-55 25 07,DN,SU,21.0, 0.055310,       ,       ,Refs
EQ Lyn      ,            ,07 45 31.9,+45 38 30,DN,SU,19.1, 0.055200,       ,       ,Refs
J1839+2221  ,            ,18 39 58.0,+22 21 18,DN,SU,21.0, 0.055200,       ,       ,Refs
LL And      ,            ,00 41 51.5,+26 37 21,DN,SU,19.9, 0.055055,       ,       ,Refs
SV Ari      ,N Ari 1905  ,03 25 03.4,+19 49 53,N?,DN,22.1, 0.055000,       ,       ,Refs
V358 Lyr    ,            ,18 59 33.0,+42 24 12,DN,SU,23.2, 0.055000,       ,       ,Refs
J0019+4339  ,            ,00 19 52.2,+43 39 01,DN,SU,22.2, 0.055000,       ,       ,Refs
J0447-3656  ,            ,04 47 23.3,-36 56 02,DN,SU,21.0, 0.055000,       ,       ,Refs
J0500-3207  ,            ,05 00 30.0,-32 07 36,DN,SU,21.8, 0.055000,       ,       ,Refs
J0514+6711  ,            ,05 14 15.6,+67 11 20,DN,SU,22.0, 0.055000,       ,       ,Refs
J0656+7444  ,            ,06 56 08.3,+74 44 55,DN,SU,21.5, 0.055000,       ,       ,Refs
J0858-2740  ,            ,08 58 54.2,-27 40 31,DN,SU,19.3, 0.055000,       ,       ,Refs
J1100-1156  ,            ,11 00 38.1,-11 56 47,DN,SU,20.6, 0.055000,       ,       ,Refs
J1800+5256  ,            ,18 00 05.9,+52 56 33,DN,SU,21.2, 0.055000,       ,       ,Refs
J1845+4831  ,            ,18 45 42.6,+48 31 31,NL,AM,16.6, 0.054908,       ,       ,Refs
HO Cet      ,            ,02 33 21.4,-10 47 04,DN,SU,18.2, 0.054900,       ,       ,Refs
J2351-3027  ,            ,23 51 23.9,-30 27 25,DN,SU,21.7, 0.054880,       ,       ,Refs
V572 And    ,            ,02 22 16.4,+41 23 00,DN,SU,19.5, 0.054870,       ,       ,Refs
J1751-2938  ,            ,17 51 18.8,-29 38 11,NL,AM,22.7, 0.054730,       ,       ,Refs
V844 Her    ,            ,16 25 01.7,+39 09 27,DN,SU,17.0, 0.054643,       ,       ,Refs
DI UMa      ,            ,09 12 16.2,+50 53 55,DN,SU,19.0, 0.054570,       ,       ,Refs
J2305-0225  ,            ,23 05 23.3,-02 25 49,DN,SU,19.8, 0.054560,       ,       ,Refs
V627 Peg    ,            ,21 38 06.7,+26 19 57,DN,SU,16.6, 0.054523,       ,       ,Refs
J1853+4203  ,            ,18 53 28.8,+42 03 44,DN,SU,19.7, 0.054420,       ,       ,Refs
BW Scl      ,J2353-3851  ,23 53 00.7,-38 51 46,DN,SU,16.4, 0.054323,       ,       ,Refs
J1433+1011  ,            ,14 33 17.8,+10 11 23,DN,  ,18.2, 0.054241,L1-3   ,       ,Refs
J1126+0846  ,            ,11 26 19.4,+08 46 51,DN,SU,21.8, 0.054230,       ,       ,Refs
PR Her      ,            ,18 08 04.4,+38 46 17,DN,SU,21.0, 0.054220,       ,       ,Refs
V4738 Sgr   ,J2022-3954  ,20 22 37.5,-39 54 13,NL,AM,18.5, 0.054179,       ,       ,Refs
J1457+5148  ,            ,14 57 58.2,+51 48 08,DN,SU,20.2, 0.054087,       ,       ,Refs
CV Hyi      ,J0132-6554  ,01 32 42.0,-65 54 32,NL,AM,19.7, 0.054049,       ,       ,Refs
J0221+7322  ,            ,02 21 02.8,+73 22 45,DN,SU,20.4, 0.054000,       ,       ,Refs
J0413+0945  ,            ,04 13 50.0,+09 45 15,DN,SU,    , 0.054000,       ,       ,Refs
J1435+2336  ,            ,14 35 44.0,+23 36 39,DN,  ,18.2, 0.054000,       ,       ,Refs
J1605+2405  ,            ,16 05 48.0,+24 05 31,DN,SU,19.8, 0.054000,       ,       ,Refs
UW Tri      ,N Tri 1983  ,02 45 17.3,+33 31 26,DN,SU,22.6, 0.053340,       ,       ,Refs
GW Lib      ,            ,15 19 55.5,-25 00 25,DN,SU,16.0, 0.053320,M9V   :,DAZQ   ,Refs
J2141+0507  ,            ,21 41 40.4,+05 07 30,DN,  ,18.9, 0.053000,       ,       ,Refs
KN Cet      ,PHL 1445    ,02 42 42.9,-11 46 45,DN,BD,17.0, 0.052985,       ,       ,Refs
J0557+6832  ,            ,05 57 18.5,+68 32 27,DN,SU,19.0, 0.052900,       ,       ,Refs
J1944+4912  ,            ,19 44 19.3,+49 12 57,DN,SU,22.0, 0.052816,       ,       ,Refs
CT Tri      ,            ,02 38 39.1,+35 56 49,DN,SU,21.7, 0.052810,       ,       ,Refs
V1265 Tau   ,            ,03 29 12.3,+12 50 18,DN,SU,21.0, 0.052800,       ,       ,Refs
V681 Peg    ,            ,23 27 27.2,+08 55 39,DN,SU,21.4, 0.052770,       ,       ,Refs
J1454+5624  ,            ,14 54 03.2,+56 24 57,DN,  ,22.1, 0.051000,       ,       ,Refs
J0036+2151  ,            ,00 36 35.8,+21 51 26,DN,SU,21.6, 0.050461,       ,       ,Refs
J0811-1227  ,            ,08 11 50.6,-12 27 51,DN,SU,16.8, 0.049320,       ,       ,Refs
V574 Pup    ,N Pup 2004  ,07 41 53.6,-27 06 38,Na,  ,17.9, 0.047200,       ,       ,Refs
OV Boo      ,            ,15 07 22.3,+52 30 40,DN,ZZ,18.1, 0.046258,       ,       ,Refs
J1122-1110  ,            ,11 22 53.3,-11 10 38,DN,SU,20.5, 0.045300,       ,       ,Refs
V396 Hya    ,CE 315      ,13 12 46.9,-23 21 31,AC,NL,17.7, 0.045190,       ,       ,Refs
J1740+4147  ,            ,17 40 33.5,+41 47 56,DN,SU,21.0, 0.045048,       ,       ,Refs
EI Psc      ,J2329+0628  ,23 29 54.3,+06 28 11,DN,SU,15.9, 0.044567,K2-6   ,       ,Refs
V418 Ser    ,            ,15 14 53.6,+02 09 35,DN,SU,20.3, 0.044000,       ,       ,Refs
J2333-1557  ,            ,23 33 13.0,-15 57 44,DN,SU,21.3, 0.042830,       ,       ,Refs
J1137+4054  ,            ,11 37 32.3,+40 54 58,AC,NL,19.0, 0.041000,       ,       ,Refs
V485 Cen    ,            ,12 57 23.3,-33 12 07,DN,SU,18.0, 0.040995,       ,       ,Refs
J1940+4632  ,            ,19 40 16.2,+46 32 48,DN,  ,22.5, 0.039276,       ,       ,Refs
J1552+3201  ,            ,15 52 52.5,+32 01 51,AC,NL,19.3, 0.039078,       ,       ,Refs
1108+5728   ,            ,11 11 26.8,+57 12 39,DN,SU,19.2, 0.038450,       ,       ,Refs
J1642+1934  ,            ,16 42 28.1,+19 34 10,AC,NL,20.3, 0.038000,       ,       ,Refs
J1208+3550  ,            ,12 08 42.0,+35 50 25,AC,NL,18.8, 0.036800,       ,       ,Refs
J1028-0819  ,            ,10 28 42.9,-08 19 27,DN,SU,19.1, 0.036200,       ,       ,Refs
J1505+0659  ,            ,15 05 51.6,+06 59 49,AC,NL,19.1, 0.035000,       ,       ,Refs
J1611+6308  ,            ,16 11 34.0,+63 08 32,AC,DN,18.7, 0.034519,       ,       ,Refs
J0354-1652  ,RBS 490     ,03 54 10.3,-16 52 50,NL,AM,17.2, 0.033600,       ,       ,Refs
J0902+3819  ,            ,09 02 21.4,+38 19 42,AC,DN,20.2, 0.033550,       ,       ,Refs
J0450-0931  ,            ,04 50 19.8,-09 31 13,AC,DN,21.0, 0.032830,       ,       ,Refs
